student_id,gender,age,study_hours,attendance_rate,previous_grades,parental_education,family_income_level,course,semester,grade,passed
STU-0100,Non-Binary,17,5.5,88.3,2.24,High School,High,Science,Fall 2024,47.5,0
STU-0100,Non-Binary,17,19.5,64.2,2.24,High School,High,History,Spring 2024,63.9,1
STU-0101,Male,22,9.6,92.1,2.61,High School,Low,History,Spring 2024,50.3,1
STU-0101,Male,22,18.9,92.2,2.61,High School,Low,Computer Science,Fall 2023,68.8,1
STU-0102,Male,22,14.8,70.1,3.07,PhD,Medium,Science,Fall 2024,52.4,1
STU-0102,Male,22,23.7,73.6,3.07,PhD,Medium,English,Spring 2024,71.6,1
STU-0102,Male,22,31.5,82.2,3.07,PhD,Medium,English,Spring 2025,84.5,1
STU-0102,Male,22,20.3,44.4,3.07,PhD,Medium,Mathematics,Fall 2023,54.9,1
STU-0103,Male,21,11.2,44.6,3.49,High School,Low,Science,Spring 2025,47.9,0
STU-0103,Male,21,26.6,73.5,3.49,High School,Low,Mathematics,Spring 2024,71.8,1
STU-0104,Non-Binary,19,9.6,86.8,2.58,No Degree,Medium,History,Spring 2025,47.3,0
STU-0104,Non-Binary,19,16.0,100.0,2.58,No Degree,Medium,English,Fall 2023,51.9,1
STU-0104,Non-Binary,19,9.6,70.5,2.58,No Degree,Medium,English,Spring 2024,57.8,1
STU-0104,Non-Binary,19,20.8,88.0,2.58,No Degree,Medium,History,Fall 2024,50.2,1
STU-0105,Non-Binary,23,2.5,90.7,3.38,High School,Medium,Computer Science,Fall 2023,49.2,0
STU-0105,Non-Binary,23,15.8,86.1,3.38,High School,Medium,Science,Fall 2024,69.2,1
STU-0105,Non-Binary,23,9.0,94.3,3.38,High School,Medium,History,Spring 2025,55.2,1
STU-0106,Female,24,5.5,73.6,3.37,Master,Medium,Mathematics,Fall 2024,42.7,0
STU-0106,Female,24,25.7,87.8,3.37,Master,Medium,English,Spring 2025,87.2,1
STU-0107,Male,24,37.5,90.8,3.19,Master,Medium,English,Spring 2025,78.3,1
STU-0107,Male,24,13.6,78.5,3.19,Master,Medium,Computer Science,Fall 2024,65.0,1
STU-0107,Male,24,28.8,80.7,3.19,Master,Medium,Mathematics,Spring 2024,87.9,1
STU-0108,Male,19,40.0,66.2,3.26,Master,High,Mathematics,Fall 2023,79.9,1
STU-0108,Male,19,29.3,100.0,3.26,Master,High,Computer Science,Fall 2024,77.6,1
STU-0108,Male,19,25.8,77.3,3.26,Master,High,History,Spring 2024,69.6,1
STU-0108,Male,19,17.8,54.8,3.26,Master,High,Computer Science,Spring 2025,70.8,1
STU-0109,Male,22,3.7,73.8,2.65,No Degree,Low,Computer Science,Spring 2024,26.1,0
STU-0109,Male,22,21.1,71.9,2.65,No Degree,Low,Mathematics,Fall 2024,50.7,1
STU-0109,Male,22,12.5,63.7,2.65,No Degree,Low,Mathematics,Spring 2025,44.3,0
STU-0110,Female,22,21.8,45.6,3.74,PhD,Medium,Computer Science,Spring 2024,63.6,1
STU-0110,Female,22,,77.0,3.74,PhD,Medium,English,Fall 2024,74.3,1
STU-0111,Non-Binary,17,22.7,70.8,3.04,High School,Medium,Mathematics,Fall 2024,62.1,1
STU-0111,Non-Binary,17,13.5,86.6,3.04,High School,Medium,Computer Science,Spring 2024,67.4,1
STU-0112,Female,21,17.8,84.6,3.21,High School,Medium,Mathematics,Fall 2024,53.6,1
STU-0112,Female,21,27.8,78.8,3.21,High School,Medium,English,Spring 2025,88.4,1
STU-0113,Male,25,20.9,80.5,2.37,Bachelor,High,Science,Fall 2024,65.0,1
STU-0113,Male,25,11.3,79.5,2.37,Bachelor,High,English,Spring 2025,65.6,1
STU-0113,Male,25,16.4,78.4,,Bachelor,High,Mathematics,Spring 2024,50.8,1
STU-0114,Female,22,13.5,56.9,4.0,Master,Medium,Science,Fall 2024,63.4,1
STU-0114,Female,22,37.0,57.3,4.0,Master,Medium,English,Spring 2024,74.6,1
STU-0114,Female,22,21.4,50.5,4.0,Master,Medium,English,Spring 2025,73.1,1
STU-0114,Female,22,18.9,72.8,4.0,Master,Medium,Mathematics,Fall 2023,79.7,1
STU-0115,Male,23,27.0,100.0,4.0,High School,High,Science,Spring 2024,78.3,1
STU-0115,Male,23,,97.7,4.0,High School,High,English,Fall 2023,63.4,1
STU-0116,Female,18,20.6,61.3,2.14,Master,Medium,English,Fall 2024,57.8,1
STU-0116,Female,18,10.7,72.6,2.14,Master,Medium,Science,Spring 2025,38.6,0
STU-0117,Non-Binary,21,20.1,84.7,2.55,PhD,Medium,Mathematics,Fall 2023,55.7,1
STU-0117,Non-Binary,21,12.0,77.7,2.55,PhD,Medium,History,Fall 2024,63.2,1
STU-0117,Non-Binary,21,33.6,81.8,2.55,PhD,Medium,Computer Science,Spring 2025,75.7,1
STU-0117,Non-Binary,21,30.8,86.1,2.55,PhD,Medium,Science,Spring 2024,83.5,1
STU-0118,Male,21,20.5,100.0,2.84,High School,Low,Computer Science,Spring 2025,54.7,1
STU-0118,Male,21,21.5,65.2,2.84,High School,Low,English,Spring 2024,45.2,0
STU-0118,Male,21,25.0,72.2,2.84,High School,Low,Mathematics,Fall 2024,68.6,1
STU-0118,Male,21,17.2,73.7,2.84,High School,Low,Computer Science,Fall 2023,55.9,1
STU-0119,Male,21,12.6,79.1,2.99,Bachelor,Medium,English,Fall 2024,55.2,1
STU-0119,Male,21,33.7,83.7,2.99,Bachelor,Medium,Science,Fall 2023,75.1,1
STU-0119,Male,21,17.6,100.0,2.99,Bachelor,Medium,History,Spring 2024,67.5,1
STU-0119,Male,21,4.0,87.6,2.99,Bachelor,Medium,English,Spring 2025,48.4,0
STU-0120,Male,25,,76.4,2.73,High School,Medium,History,Spring 2024,73.2,1
STU-0120,Male,25,,92.4,2.73,High School,Medium,Mathematics,Fall 2023,46.6,0
STU-0120,Male,25,7.9,86.9,2.73,High School,Medium,English,Spring 2025,29.6,0
STU-0120,Male,25,32.2,74.4,2.73,High School,Medium,Computer Science,Fall 2024,75.2,1
STU-0121,Male,21,12.2,93.8,3.57,High School,High,English,Fall 2024,71.8,1
STU-0121,Male,21,22.2,88.0,3.57,High School,High,Computer Science,Fall 2023,77.3,1
STU-0121,Male,21,19.3,97.1,3.57,High School,High,Mathematics,Spring 2024,73.7,1
STU-0121,Male,21,9.4,70.9,3.57,High School,High,History,Spring 2025,57.5,1
STU-0122,Male,19,20.7,75.6,2.3,Bachelor,Medium,Science,Fall 2023,54.0,1
STU-0122,Male,19,15.8,93.4,2.3,Bachelor,Medium,History,Fall 2024,55.1,1
STU-0122,Male,19,14.2,78.9,2.3,Bachelor,Medium,English,Spring 2025,53.1,1
STU-0123,Female,17,27.6,91.2,1.64,Bachelor,High,Mathematics,Fall 2024,74.5,1
STU-0123,Female,17,32.4,99.6,1.64,Bachelor,High,Science,Spring 2025,79.1,1
STU-0124,Male,20,7.5,70.1,2.46,High School,Low,Science,Spring 2024,33.7,0
STU-0124,Male,20,24.0,65.6,2.46,High School,Low,Mathematics,Spring 2025,52.6,1
STU-0124,Male,20,9.6,91.9,2.46,High School,Low,Mathematics,Fall 2023,47.4,0
STU-0125,Male,18,21.3,78.5,2.26,High School,High,Mathematics,Spring 2024,57.3,1
STU-0125,Male,18,19.2,92.1,2.26,High School,High,Science,Spring 2025,66.7,1
STU-0125,Male,18,20.7,68.8,2.26,High School,High,Mathematics,Fall 2023,61.5,1
STU-0125,Male,18,17.0,86.7,2.26,High School,High,History,Fall 2024,56.1,1
STU-0126,Non-Binary,25,17.6,66.1,2.49,High School,High,Mathematics,Fall 2023,57.5,1
STU-0126,Non-Binary,25,12.4,78.8,2.49,High School,High,English,Spring 2025,54.3,1
STU-0127,Female,18,24.3,,3.82,High School,Medium,History,Fall 2024,68.9,1
STU-0127,Female,18,13.2,65.0,3.82,High School,Medium,History,Fall 2023,65.0,1
STU-0127,Female,18,17.6,72.9,3.82,High School,Medium,History,Spring 2025,81.4,1
STU-0127,Female,18,8.6,64.8,3.82,High School,Medium,Computer Science,Spring 2024,41.2,0
STU-0128,Male,22,14.4,74.7,3.01,Master,Medium,Science,Spring 2025,39.6,0
STU-0128,Male,22,17.5,84.7,3.01,Master,Medium,Mathematics,Fall 2024,71.0,1
STU-0129,Male,22,13.4,80.0,3.06,Master,Medium,English,Spring 2025,49.6,0
STU-0129,Male,22,8.7,,3.06,Master,Medium,Computer Science,Fall 2024,56.2,1
STU-0129,Male,22,24.5,59.6,3.06,Master,Medium,Science,Spring 2024,78.2,1
STU-0129,Male,22,34.2,80.5,3.06,Master,Medium,Computer Science,Fall 2023,78.0,1
STU-0130,Female,25,24.3,85.7,1.71,Bachelor,High,English,Fall 2023,68.7,1
STU-0130,Female,25,31.4,79.4,1.71,Bachelor,High,Science,Spring 2025,65.4,1
STU-0131,Non-Binary,25,11.1,87.4,2.77,High School,Medium,History,Fall 2023,62.0,1
STU-0131,Non-Binary,25,28.1,97.2,2.77,High School,Medium,Mathematics,Spring 2024,76.1,1
STU-0131,Non-Binary,25,23.7,78.9,2.77,High School,Medium,Computer Science,Spring 2025,66.3,1
STU-0132,Female,20,20.1,81.0,2.08,High School,Medium,Science,Spring 2024,44.7,0
STU-0132,Female,20,16.4,78.6,2.08,High School,Medium,Mathematics,Fall 2023,58.4,1
STU-0133,Male,21,22.5,92.3,1.88,PhD,Medium,Computer Science,Fall 2023,68.6,1
STU-0133,Male,21,24.6,83.6,1.88,PhD,Medium,History,Spring 2025,68.3,1
STU-0133,Male,21,23.7,90.3,1.88,PhD,Medium,English,Fall 2024,68.6,1
STU-0133,Male,21,24.4,78.3,1.88,PhD,Medium,Science,Spring 2024,61.1,1
STU-0134,Female,20,16.4,100.0,3.14,High School,Medium,Science,Spring 2025,70.5,1
STU-0134,Female,20,14.8,70.7,3.14,High School,Medium,Science,Spring 2024,59.3,1
STU-0134,Female,20,9.7,65.7,3.14,High School,Medium,English,Fall 2024,57.3,1
STU-0134,Female,20,14.8,72.6,3.14,High School,Medium,Computer Science,Fall 2023,50.9,1
STU-0135,Male,18,31.6,49.4,2.35,PhD,Low,Mathematics,Spring 2025,56.9,1
STU-0135,Male,18,15.5,86.9,2.35,PhD,Low,Mathematics,Fall 2023,43.7,0
STU-0136,Female,18,22.7,78.2,3.42,PhD,High,Mathematics,Spring 2025,65.3,1
STU-0136,Female,18,36.9,53.6,3.42,PhD,High,English,Fall 2023,74.8,1
STU-0136,Female,18,13.8,61.0,3.42,PhD,High,English,Fall 2024,64.3,1
STU-0136,Female,18,28.4,59.7,3.42,PhD,High,History,Spring 2024,78.0,1
STU-0137,Male,19,29.1,94.0,1.83,Bachelor,Low,Mathematics,Spring 2024,61.2,1
STU-0137,Male,19,25.2,86.2,1.83,Bachelor,Low,Computer Science,Fall 2023,67.4,1
STU-0137,Male,19,14.2,76.6,1.83,Bachelor,Low,Science,Spring 2025,56.2,1
STU-0138,Male,23,40.0,65.0,3.97,PhD,Medium,Computer Science,Spring 2025,89.5,1
STU-0138,Male,23,12.8,66.8,3.97,PhD,Medium,Computer Science,Fall 2024,74.2,1
STU-0139,Female,23,24.3,77.2,3.37,Bachelor,High,Mathematics,Spring 2024,68.5,1
STU-0139,Female,23,29.4,75.7,3.37,Bachelor,High,Computer Science,Spring 2025,68.3,1
STU-0140,Male,18,7.5,78.5,3.26,Master,Medium,Computer Science,Spring 2024,50.3,1
STU-0140,Male,18,9.9,75.3,3.26,Master,Medium,Mathematics,Spring 2025,56.6,1
STU-0140,Male,18,21.3,88.0,3.26,Master,Medium,Science,Fall 2024,74.5,1
STU-0140,Male,18,16.6,71.1,3.26,Master,Medium,Mathematics,Fall 2023,55.0,1
STU-0141,Male,17,29.8,43.0,3.12,Master,Medium,English,Spring 2024,69.7,1
STU-0141,Male,17,17.7,77.1,3.12,Master,Medium,Mathematics,Fall 2024,68.1,1
STU-0141,Male,17,19.9,100.0,3.12,Master,Medium,History,Fall 2023,75.5,1
STU-0141,Male,17,34.2,51.3,3.12,Master,Medium,English,Spring 2025,63.9,1
STU-0142,Female,24,25.3,96.8,1.29,High School,High,History,Spring 2025,78.9,1
STU-0142,Female,24,19.5,93.1,1.29,High School,High,Science,Fall 2023,56.3,1
STU-0142,Female,24,22.7,60.8,,High School,High,English,Spring 2024,59.7,1
STU-0142,Female,24,6.7,74.5,1.29,High School,High,History,Fall 2024,51.7,1
STU-0143,Male,21,16.3,80.4,2.7,No Degree,High,Computer Science,Spring 2025,65.5,1
STU-0143,Male,21,21.8,88.1,2.7,No Degree,High,English,Fall 2024,77.0,1
STU-0143,Male,21,7.3,66.6,2.7,No Degree,High,History,Fall 2023,51.7,1
STU-0144,Male,17,5.7,83.6,2.77,High School,Medium,Science,Fall 2024,44.3,0
STU-0144,Male,17,16.8,76.7,2.77,High School,Medium,English,Spring 2024,45.3,0
STU-0144,Male,17,24.1,58.7,2.77,High School,Medium,Science,Spring 2025,57.7,1
STU-0145,Male,22,24.5,,,No Degree,Medium,Science,Spring 2024,54.1,1
STU-0145,Male,22,22.4,100.0,3.08,No Degree,Medium,History,Fall 2023,59.4,1
STU-0145,Male,22,19.4,83.1,3.08,No Degree,Medium,English,Fall 2024,63.0,1
STU-0145,Male,22,4.4,70.4,3.08,No Degree,Medium,Science,Spring 2025,43.7,0
STU-0146,Female,20,32.7,77.6,3.33,PhD,Medium,Science,Fall 2024,78.1,1
STU-0146,Female,20,23.8,82.5,3.33,PhD,Medium,English,Fall 2023,74.7,1
STU-0146,Female,20,31.8,78.2,3.33,PhD,Medium,English,Spring 2024,78.3,1
STU-0147,Female,25,9.0,67.5,3.21,Bachelor,Medium,History,Fall 2023,46.1,0
STU-0147,Female,25,17.5,67.3,3.21,Bachelor,Medium,Science,Spring 2024,64.8,1
STU-0148,Female,18,17.1,89.1,3.84,High School,Medium,History,Spring 2025,70.1,1
STU-0148,Female,18,6.6,92.7,3.84,High School,Medium,Mathematics,Fall 2023,53.4,1
STU-0148,Female,18,17.7,89.5,3.84,High School,Medium,Mathematics,Fall 2024,53.1,1
STU-0149,Male,22,26.1,59.7,3.0,Master,Low,Science,Fall 2024,47.1,0
STU-0149,Male,22,,80.7,3.0,Master,Low,History,Spring 2025,47.0,0
STU-0149,Male,22,15.1,87.9,3.0,Master,Low,Science,Spring 2024,57.1,1
STU-0149,Male,22,,50.0,3.0,Master,Low,History,Fall 2023,64.8,1
STU-0150,Female,24,32.5,83.1,2.45,PhD,Low,Computer Science,Fall 2024,63.3,1
STU-0150,Female,24,25.6,89.5,2.45,PhD,Low,English,Spring 2024,65.7,1
STU-0150,Female,24,16.1,73.4,2.45,PhD,Low,History,Spring 2025,62.6,1
STU-0151,Female,25,20.9,60.8,3.14,High School,Medium,Computer Science,Fall 2023,46.2,0
STU-0151,Female,25,9.3,66.5,3.14,High School,Medium,Science,Spring 2025,55.2,1
STU-0151,Female,25,14.2,70.9,3.14,High School,Medium,English,Fall 2024,63.4,1
STU-0151,Female,25,19.8,90.7,3.14,High School,Medium,Mathematics,Spring 2024,66.6,1
STU-0152,Female,25,11.7,,2.92,No Degree,Low,History,Spring 2024,52.3,1
STU-0152,Female,25,22.3,80.6,2.92,No Degree,Low,Science,Spring 2025,40.8,0
STU-0152,Female,25,27.6,,2.92,No Degree,Low,Mathematics,Fall 2024,64.1,1
STU-0152,Female,25,29.7,,2.92,No Degree,Low,Science,Fall 2023,70.3,1
STU-0153,Male,23,10.2,95.1,3.64,High School,Low,Mathematics,Spring 2024,38.2,0
STU-0153,Male,23,28.4,67.2,3.64,High School,Low,Science,Fall 2024,57.2,1
STU-0153,Male,23,8.0,79.9,3.64,High School,Low,Computer Science,Spring 2025,58.1,1
STU-0153,Male,23,16.2,100.0,3.64,High School,Low,Computer Science,Fall 2023,62.0,1
STU-0154,Non-Binary,17,24.7,82.8,,High School,Medium,Mathematics,Fall 2023,60.1,1
STU-0154,Non-Binary,17,30.2,100.0,3.31,High School,Medium,Computer Science,Spring 2024,84.7,1
STU-0155,Male,25,32.5,94.4,2.64,Master,Medium,History,Spring 2024,73.4,1
STU-0155,Male,25,,73.5,2.64,Master,Medium,Computer Science,Fall 2024,63.7,1
STU-0155,Male,25,27.7,100.0,2.64,Master,Medium,Computer Science,Fall 2023,67.9,1
STU-0156,Male,18,1.0,92.8,3.39,No Degree,High,Computer Science,Spring 2024,32.3,0
STU-0156,Male,18,6.4,70.7,3.39,No Degree,High,History,Fall 2024,42.9,0
STU-0156,Male,18,3.2,67.7,3.39,No Degree,High,English,Fall 2023,61.3,1
STU-0156,Male,18,22.2,100.0,3.39,No Degree,High,History,Spring 2025,78.8,1
STU-0157,Female,18,25.1,89.8,2.0,Master,Medium,Science,Fall 2024,69.0,1
STU-0157,Female,18,30.8,66.0,,Master,Medium,Mathematics,Spring 2024,77.5,1
STU-0158,Female,22,31.0,65.5,3.18,Master,High,Computer Science,Fall 2024,79.5,1
STU-0158,Female,22,32.6,71.2,3.18,Master,High,Science,Fall 2023,90.2,1
STU-0158,Female,22,5.5,69.6,3.18,Master,High,Mathematics,Spring 2024,52.9,1
STU-0159,Male,17,4.0,76.5,1.53,Bachelor,Low,Mathematics,Fall 2024,38.2,0
STU-0159,Male,17,8.6,61.6,1.53,Bachelor,Low,Computer Science,Spring 2024,42.3,0
STU-0159,Male,17,10.4,90.6,1.53,Bachelor,Low,Computer Science,Fall 2023,51.6,1
STU-0160,Male,21,24.2,55.5,2.31,Master,High,Mathematics,Fall 2024,61.8,1
STU-0160,Male,21,16.8,88.4,2.31,Master,High,Computer Science,Spring 2024,63.9,1
STU-0160,Male,21,20.0,75.7,2.31,Master,High,Science,Spring 2025,78.1,1
STU-0161,Male,24,21.7,92.4,2.47,High School,High,English,Spring 2025,73.8,1
STU-0161,Male,24,16.4,78.1,2.47,High School,High,Science,Fall 2024,46.5,0
STU-0161,Male,24,21.6,99.2,2.47,High School,High,Computer Science,Spring 2024,66.0,1
STU-0162,Female,21,27.1,73.1,,High School,Low,English,Fall 2023,66.2,1
STU-0162,Female,21,29.6,100.0,3.24,High School,Low,Computer Science,Spring 2024,85.0,1
STU-0162,Female,21,12.6,99.8,3.24,High School,Low,English,Spring 2025,73.1,1
STU-0162,Female,21,14.8,83.4,3.24,High School,Low,English,Fall 2024,43.0,0
STU-0163,Non-Binary,18,14.5,96.9,2.9,Bachelor,High,English,Fall 2024,71.1,1
STU-0163,Non-Binary,18,23.2,83.7,2.9,Bachelor,High,Mathematics,Spring 2025,72.4,1
STU-0163,Non-Binary,18,30.9,86.3,2.9,Bachelor,High,Science,Spring 2024,75.7,1
STU-0164,Male,22,16.6,59.0,3.69,Bachelor,Medium,History,Fall 2023,73.9,1
STU-0164,Male,22,14.3,84.6,3.69,Bachelor,Medium,English,Fall 2024,65.7,1
STU-0165,Female,18,24.1,77.9,,Bachelor,Low,Science,Fall 2024,54.9,1
STU-0165,Female,18,24.5,58.8,2.91,Bachelor,Low,History,Spring 2025,55.9,1
STU-0165,Female,18,38.5,72.5,2.91,Bachelor,Low,English,Fall 2023,71.8,1
STU-0165,Female,18,20.0,77.9,2.91,Bachelor,Low,Computer Science,Spring 2024,55.9,1
STU-0166,Male,17,11.4,52.0,2.58,Bachelor,High,History,Spring 2025,65.1,1
STU-0166,Male,17,10.0,71.0,2.58,Bachelor,High,Science,Spring 2024,55.3,1
STU-0166,Male,17,17.2,61.9,2.58,Bachelor,High,History,Fall 2023,58.5,1
STU-0166,Male,17,11.8,80.1,2.58,Bachelor,High,History,Fall 2024,64.6,1
STU-0167,Male,24,25.2,71.8,2.49,High School,Medium,History,Fall 2024,53.0,1
STU-0167,Male,24,20.8,90.7,2.49,High School,Medium,Science,Spring 2024,54.2,1
STU-0168,Female,24,7.0,43.2,3.06,High School,Medium,Science,Spring 2024,45.3,0
STU-0168,Female,24,29.6,80.6,3.06,High School,Medium,English,Spring 2025,60.8,1
STU-0168,Female,24,2.5,100.0,3.06,High School,Medium,Mathematics,Fall 2023,60.6,1
STU-0169,Female,23,30.3,82.1,4.0,High School,High,Computer Science,Spring 2024,88.6,1
STU-0169,Female,23,16.8,67.8,4.0,High School,High,History,Fall 2023,73.1,1
STU-0169,Female,23,18.4,77.7,4.0,High School,High,History,Spring 2025,49.0,0
STU-0169,Female,23,14.5,100.0,4.0,High School,High,Computer Science,Fall 2024,89.7,1
STU-0170,Male,22,14.7,88.8,2.3,High School,High,Computer Science,Spring 2024,53.8,1
STU-0170,Male,22,17.6,56.0,2.3,High School,High,Mathematics,Fall 2023,74.2,1
STU-0171,Female,18,14.8,64.4,3.24,No Degree,Medium,Computer Science,Spring 2025,44.1,0
STU-0171,Female,18,9.7,84.4,3.24,No Degree,Medium,Science,Fall 2024,64.7,1
STU-0172,Male,25,32.4,95.6,2.86,Master,Medium,Science,Spring 2025,76.8,1
STU-0172,Male,25,28.5,89.3,2.86,Master,Medium,Computer Science,Spring 2024,76.0,1
STU-0172,Male,25,16.2,89.5,2.86,Master,Medium,English,Fall 2023,67.5,1
STU-0173,Female,21,28.8,63.3,1.34,No Degree,Low,English,Spring 2025,52.8,1
STU-0173,Female,21,10.4,79.9,1.34,No Degree,Low,History,Spring 2024,26.3,0
STU-0173,Female,21,21.0,93.3,1.34,No Degree,Low,History,Fall 2023,46.5,0
STU-0174,Male,23,7.6,97.8,3.33,High School,High,Science,Fall 2023,57.6,1
STU-0174,Male,23,28.8,83.1,3.33,High School,High,English,Spring 2024,70.0,1
STU-0175,Male,19,11.6,61.2,1.96,High School,Low,English,Spring 2024,50.4,1
STU-0175,Male,19,29.8,61.7,1.96,High School,Low,History,Fall 2023,60.8,1
STU-0175,Male,19,12.0,44.7,1.96,High School,Low,English,Fall 2024,38.5,0
STU-0175,Male,19,32.1,58.7,1.96,High School,Low,History,Spring 2025,43.7,0
STU-0176,Male,17,15.2,64.6,3.03,No Degree,High,English,Fall 2023,58.3,1
STU-0176,Male,17,15.7,46.0,3.03,No Degree,High,Computer Science,Fall 2024,49.2,0
STU-0176,Male,17,2.0,85.0,3.03,No Degree,High,Science,Spring 2024,58.0,1
STU-0177,Male,19,35.0,68.9,2.14,PhD,High,History,Fall 2023,85.7,1
STU-0177,Male,19,34.4,74.5,2.14,PhD,High,Mathematics,Spring 2024,80.0,1
STU-0177,Male,19,25.9,84.4,2.14,PhD,High,History,Spring 2025,89.1,1
STU-0178,Male,20,30.5,90.8,,Master,Medium,History,Spring 2025,80.3,1
STU-0178,Male,20,34.7,81.3,1.54,Master,Medium,Science,Spring 2024,81.7,1
STU-0178,Male,20,5.5,76.2,1.54,Master,Medium,History,Fall 2024,47.9,0
STU-0179,Female,23,20.0,89.8,1.8,High School,Low,History,Fall 2024,56.0,1
STU-0179,Female,23,2.5,83.7,1.8,High School,Low,History,Fall 2023,38.0,0
STU-0179,Female,23,20.1,68.8,1.8,High School,Low,Science,Spring 2024,62.3,1
STU-0179,Female,23,,84.8,1.8,High School,Low,Computer Science,Spring 2025,25.9,0
STU-0180,Female,17,17.3,76.6,3.52,No Degree,High,Science,Spring 2024,69.1,1
STU-0180,Female,17,13.1,72.7,3.52,No Degree,High,English,Spring 2025,48.8,0
STU-0180,Female,17,27.0,87.5,3.52,No Degree,High,Computer Science,Fall 2023,68.4,1
STU-0181,Male,22,9.3,62.7,3.43,Bachelor,Low,Computer Science,Spring 2025,57.4,1
STU-0181,Male,22,30.3,100.0,3.43,Bachelor,Low,History,Fall 2024,78.9,1
STU-0181,Male,22,12.2,63.6,3.43,Bachelor,Low,Computer Science,Spring 2024,62.8,1
STU-0181,Male,22,18.6,90.5,3.43,Bachelor,Low,History,Fall 2023,74.0,1
STU-0182,Male,19,27.6,100.0,3.1,Bachelor,High,Mathematics,Fall 2023,78.3,1
STU-0182,Male,19,4.0,85.5,3.1,Bachelor,High,Science,Spring 2024,53.5,1
STU-0183,Female,20,11.0,58.3,2.14,Bachelor,Low,English,Spring 2025,23.4,0
STU-0183,Female,20,12.7,56.0,2.14,Bachelor,Low,Computer Science,Fall 2023,55.6,1
STU-0184,Female,18,1.0,75.0,1.98,No Degree,High,Science,Spring 2024,41.0,0
STU-0184,Female,18,13.5,85.6,1.98,No Degree,High,Computer Science,Spring 2025,55.3,1
STU-0184,Female,18,24.8,91.1,1.98,No Degree,High,Mathematics,Fall 2024,51.7,1
STU-0185,Male,19,29.0,76.1,2.05,Master,Medium,English,Spring 2024,72.0,1
STU-0185,Male,19,31.4,74.4,2.05,Master,Medium,English,Spring 2025,49.9,0
STU-0186,Male,25,13.9,72.9,1.84,High School,Medium,Mathematics,Spring 2025,61.0,1
STU-0186,Male,25,12.7,75.1,1.84,High School,Medium,Science,Spring 2024,42.7,0
STU-0186,Male,25,11.9,74.6,1.84,High School,Medium,Mathematics,Fall 2024,53.1,1
STU-0186,Male,25,,61.8,1.84,High School,Medium,Computer Science,Fall 2023,37.4,0
STU-0187,Male,18,31.5,67.8,1.46,PhD,Medium,Mathematics,Fall 2023,74.3,1
STU-0187,Male,18,7.2,,1.46,PhD,Medium,Science,Spring 2025,58.0,1
STU-0188,Male,24,16.3,87.8,3.11,PhD,Medium,English,Spring 2025,74.2,1
STU-0188,Male,24,16.6,80.1,3.11,PhD,Medium,Computer Science,Spring 2024,63.0,1
STU-0188,Male,24,7.0,72.4,3.11,PhD,Medium,Computer Science,Fall 2023,49.2,0
STU-0189,Female,19,,64.6,1.66,High School,Low,Computer Science,Fall 2023,30.5,0
STU-0189,Female,19,2.5,98.5,1.66,High School,Low,Science,Spring 2024,35.3,0
STU-0190,Male,22,21.4,95.6,2.58,High School,High,History,Fall 2023,74.3,1
STU-0190,Male,22,8.9,82.7,2.58,High School,High,Mathematics,Spring 2024,57.9,1
STU-0190,Male,22,13.5,100.0,2.58,High School,High,English,Spring 2025,56.4,1
STU-0190,Male,22,18.5,46.0,2.58,High School,High,Computer Science,Fall 2024,63.0,1
STU-0191,Female,19,26.7,52.8,2.31,PhD,High,Science,Fall 2023,64.4,1
STU-0191,Female,19,24.5,55.9,2.31,PhD,High,Computer Science,Fall 2024,62.4,1
STU-0191,Female,19,32.8,85.4,2.31,PhD,High,English,Spring 2024,87.1,1
STU-0191,Female,19,15.2,85.3,2.31,PhD,High,Science,Spring 2025,88.5,1
STU-0192,Male,24,14.6,92.4,,No Degree,High,Science,Fall 2024,55.0,1
STU-0192,Male,24,23.6,85.9,3.28,No Degree,High,Computer Science,Spring 2024,67.6,1
STU-0193,Non-Binary,24,28.7,73.6,1.32,High School,Low,History,Fall 2024,62.3,1
STU-0193,Non-Binary,24,23.9,92.5,1.32,High School,Low,English,Spring 2024,58.8,1
STU-0193,Non-Binary,24,29.5,100.0,1.32,High School,Low,Science,Fall 2023,55.0,1
STU-0194,Male,18,3.8,94.1,2.8,High School,High,History,Fall 2023,60.6,1
STU-0194,Male,18,25.3,93.6,2.8,High School,High,English,Fall 2024,67.1,1
STU-0194,Male,18,14.7,89.2,2.8,High School,High,English,Spring 2024,63.0,1
STU-0195,Male,17,11.9,82.3,2.06,Bachelor,Medium,Mathematics,Fall 2023,66.2,1
STU-0195,Male,17,12.7,87.5,2.06,Bachelor,Medium,English,Spring 2025,53.5,1
STU-0195,Male,17,10.7,98.3,2.06,Bachelor,Medium,Computer Science,Fall 2024,67.2,1
STU-0195,Male,17,19.1,98.0,2.06,Bachelor,Medium,English,Spring 2024,65.9,1
STU-0196,Male,18,16.3,,2.57,Bachelor,Medium,English,Spring 2024,64.0,1
STU-0196,Male,18,17.3,92.7,2.57,Bachelor,Medium,English,Fall 2023,61.5,1
STU-0196,Male,18,4.0,100.0,2.57,Bachelor,Medium,Mathematics,Fall 2024,48.3,0
STU-0196,Male,18,10.1,99.3,2.57,Bachelor,Medium,Computer Science,Spring 2025,67.0,1
STU-0197,Male,20,10.0,87.7,3.64,Master,High,English,Fall 2023,86.2,1
